2,https://www.amazon.com/dp/B09TKD9KSJ,Search Term of Solar Chargers.xlsm,94,"ELECOM NESTOUT Portable Solar Panel, Dual USB-A Ports, 28W Power Generation Charger for Phone Camping, Durable Water-Resistant Ripstop Nylon, Foldable Lightweight, Adjustable Stands (4-Panel)",ELECOM,109.99,109.99,109.99,87.43,22.56,79,82,Cell Phones & Accessories,9,10,1,10590,7734,16,536,59471.84,175,340,5/21/2023,4.6,,,1,2.05,FBA,2,B09TKD9KSJ,2024-09-25 21:48:16
4,https://www.amazon.com/dp/B09YM6RJBJ,Search Term of Toilet seat.xlsm,62,"Toilet seat Elongated with Slow Close Hinges, Four Bumpers Never Loosen and Easily Remove, Two Sets of Parts, Plastic, White",WSSROGY×LAMEA,39.9,45.9,39.9,21.73,18.17,54,80,Tools & Home Improvement,4,,1,5308,5617,30,1431,57096.9,835,68,4/21/2022,4.5,,,1,4.5,FBA,2,B09YM6RJBJ,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0CHVVBQ8R,Search Term of Kitchen Gadgets.xlsm,189,"Collive Boho Kitchen Mat 2PCS Cushioned Kitchen Mats for Floor, Anti-Fatigue Mat Waterproof Kitchen Rug Set of 2 Non-Skid Comfort Standing Mat for Kitchen, Office, Sink, Laundry, 17""x30""+17""x47""",Collive,29.99,29.99,29.99,17.24,12.75,,76,Home | Kitchen & Dining,5,,1,3573,78294,,1875,56231.25,527,301,11/18/2023,4.3,,,,0.03,FBA,37,B0CHVVBQ8R,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0D86FQ6H2,Search Term of Solar Chargers.xlsm,50,"Solar Charger, 20000mAh Portable Outdoor Waterproof Solar Power Bank, Camping External Backup Battery Pack Dual 5V USB Ports Output, 2 Led Light Flashlight with Compass (Green)",Tainbat,22.99,,22.99,15.37,7.62,,74,Cell Phones & Accessories,5,10,2,1806,,,2364,54348.36,10446,3,9/20/2022,4.2,,,,0.61,FBA,5,B0D86FQ6H2,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B09GV9J2DM,Search Term of Solar Chargers.xlsm,87,"4W Solar Panel Charging Compatible with Blink Outdoor(3rd Gen) /xt xt2 Camera, with 13.1ft Waterproof Charging Cable, IP65 Weatherproof,Includes Secure Wall Mount(3-Pack)",Shyueda,69.99,,69.99,51.91,18.08,,80,"Patio, Lawn & Garden",5,,1,10320,,,756,52912.44,1036,301,9/20/2021,4.5,,,,3.32,FBA,6,B09GV9J2DM,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B09TKF28PS,Search Term of Solar Chargers.xlsm,407,"ELECOM NESTOUT Portable Solar Panel, Dual USB-A Ports, 14W Power Generation Charger for Phone Camping, Durable Water-Resistant Ripstop Nylon, Foldable Lightweight, Adjustable Stands (2-Panel)",ELECOM,89.99,79.99,89.99,70.3,19.69,,82,Cell Phones & Accessories,9,,1,7731,18540,,560,50394.4,174,385,5/20/2023,4.6,,,,1.41,FBA,2,B09TKF28PS,2024-09-25 21:48:16
4,https://www.amazon.com/dp/B0C49TZR6S,Search Term of Kitchen Gadgets.xlsm,224,"Kitchen Utensils Set- Umite Chef 34 PCs Cooking Utensils with Grater, Spoon Spatula, Heat Resistant Food Grade Silicone, Stainless Steel Handles Kitchen Gadgets Tools Set for Nonstick Cookware(Red)",UmiteChef,32.99,31.39,32.99,20.23,12.76,,80,Home | Kitchen & Dining,4,,1,8234,5080,,1520,50144.8,684,367,5/2/2023,4.5,,,,4.79,FBA,2,B0C49TZR6S,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B0CJJF89HN,Search Term of Solar Chargers.xlsm,210,"Powkey Portable Power Station with Solar Panel,100W/97Wh Small Portable Generator with Solar Panel 30W,Fast Charging Power Bank with AC Outlet/PD65W USB C/USB QC 3.0/DC for Outdoor Camping Home Backup",POWKEY,109.99,,109.99,85.3,24.69,,72,"Patio, Lawn & Garden",7,,1,9753,,,436,47955.64,384,184,9/20/2023,4.1,,,,5.67,FBA,5,B0CJJF89HN,2024-09-25 21:48:16
4,https://www.amazon.com/dp/B0CGDJSFXM,Search Term of Kitchen Gadgets.xlsm,117,"Crevice Cleaning Brush, Hard Bristle Crevice Cleaning Brush, Shower Cleaner Brush, Bathroom Gap Cleaning Brush, Cleaning Tools, Gap Brush,6pcs",AUDELN,9.99,10.94,9.99,6.01,3.98,,76,Health & Household,4,,1,4461,208848,,4387,43826.13,1015,539,8/22/2023,4.3,,,,0.26,FBA,1,B0CGDJSFXM,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0CHNTZ7F1,Search Term of Kitchen Gadgets.xlsm,109,"Gap Cleaning Brush, Dead Corners Multifunctional Brushes,Bathroom Crevice Gaps Cleaning Brush，Clean The Dead Corners of Bathroom Kitchen Tiles for Bathroom Kitchen Tiles Window Slots (5pcs)",TURUM,9.98,9.98,9.98,5.34,4.64,,76,Health & Household,4,,1,3172,305281,,4294,42854.12,637,78,9/7/2023,4.3,,,,0.25,FBA,1,B0CHNTZ7F1,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B09MDX4VHG,Search Term of Toilet seat.xlsm,31,Clorox Round Scented Plastic Toilet Seat with Easy-Off Hinges,Clorox,25,17.28,25,8.2,16.8,33,81,Tools & Home Improvement,3,10,2,10665,4897,3,1852,42492.68,1074,40,11/22/2021,4.3,,,1,3.55,MCH,4,B09MDX4VHG,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B001F6U3KK,Search Term of Toilet seat.xlsm,19,"Centoco 1200-001 Round Plastic Toilet Seat, Standard Economy Model, Light Weight Residential, White",Centoco,12.23,19.6,12.23,-0.95,13.18,-8,75,Tools & Home Improvement,3,10,3,1619,1941,10,3408,41797.82,6551,6,9/1/2008,4.2,,,1,3.53,MCH,17,B001F6U3KK,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0CRKHZ96R,Search Term of Kitchen Gadgets.xlsm,341,"Vegetable Chopper, Cheese Slicer, Food Chopper, Veggie Chopper, Onion Chopper, Salad Chopper, Mandoline Slicer & Cheese Grater, Vegetable Chopper with Container, (10 in 1 - Gray)",RüK,19.99,22.84,19.99,10.62,9.37,,78,Home | Kitchen & Dining,5,,1,3013,80488,,1929,38560.71,331,328,1/3/2024,4.4,,,,1.94,FBA,2,B0CRKHZ96R,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B004ARY03M,Search Term of outside Garbage can lid.xlsm,276,"Rev-A-Shelf 35 Qt Under Sink Garbage Can Lid for Base Kitchen and Bathroom Cabinet, Replacement Plastic Trash Bin Lid Only, Silver, RV-35-LID-17-1",Rev-A-Shelf,23.24,,23.24,12.55,10.69,,82,Home | Kitchen & Dining,4,10,8,24080,,,1441,33488.84,3048,8,8/16/2022,4.6,,,,1.17,MCH,7,B004ARY03M,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0B58HC4T5,Search Term of Kitchen Gadgets.xlsm,343,"COSY HOMEER Long Kitchen Floor Mats for in Front of Sink Super Absorbent Kitchen Rugs and Mats 24""x59"" Non-Skid Kitchen Mat Standing Mat Washable,Polypropylene,Brown,Frame",COSYHOMEER,46.99,49.99,46.99,31.79,15.2,,78,Home | Kitchen & Dining,5,,1,3414,40424,,658,30919.42,589,,6/26/2022,4.4,,,,3.19,FBA,15,B0B58HC4T5,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B06XCT2JYH,Search Term of Toilet seat.xlsm,142,"KOHLER 4108-96 PureWash E750 Elongated Electric Bidet Toilet Seat with Remote Control, Bidet Warm Water with Dryer for Existing Toilets, Biscuit",Kohler,827.97,1047.69,827.97,681.82,146.15,,80,Tools & Home Improvement,9,4,6,151761,329153,,37,30634.89,149,6946,2/28/2017,4.4,,,,14.94,MCH,2,B06XCT2JYH,2024-09-25 21:48:16
4,https://www.amazon.com/dp/B09CYWCCCY,Search Term of Solar Chargers.xlsm,115,"5W Solar Panel for Security Camera Outdoor, 5V USB Solar Panel Charger Compatible with Rechargeable Battery Powered Cam, Camera Solar Panel with IP65 Waterproof, 9.8ft Cable, 360° Adjustable Bracket",EverExceed,19.99,19.99,19.99,12.4,7.59,,80,"Patio, Lawn & Garden",4,,1,3365,2779,,1449,28965.51,1422,14,8/16/2021,4.5,,,,0.82,FBA,2,B09CYWCCCY,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B0D9B96TBX,Search Term of Kitchen Gadgets.xlsm,203,"Astercook Knife Set, 13 Pieces Kitchen Knives Set with Healthy Anti-Rust Coating, Dishwasher Safe, Stainless Steel Chef Knife Sets with 6 Blade Guards, Perfect Holiday Gifts for Kitchen",Astercook,39.99,43.78,39.99,28.18,11.81,,84,Home | Kitchen & Dining,9,,1,13610,29491,,716,28632.84,13,2500,8/21/2024,4.8,,,,1.87,FBA,1,B0D9B96TBX,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0CS63V4XH,Search Term of Toilet seat.xlsm,41,"Toilet Seat Round 16.5 inch Soft Close, Toilet Lid Round PP Material Safe & Easy Clean & Quick Installation, Sturdy Accessories Never Loosen, 2 Years Support, White",Huttdmel,23.99,26.54,23.99,12.52,11.47,52,78,Tools & Home Improvement,7,,1,9593,8031,10,1122,28187.98,149,189,1/11/2024,4.4,,,1,3.57,FBA,5,B0CS63V4XH,2024-09-25 21:48:16
4,https://www.amazon.com/dp/B08PKVRJJX,Search Term of Thermometers for house.xlsm,312,"Temperature/Humidity/Pressure SensorPush for iPhone/Android. Water Resistant, Made in USA",SensorPush,89.99,77.16,89.99,72.8,17.19,,84,"Patio, Lawn & Garden",5,,1,18328,22968,,284,25557.16,800,44,12/29/2020,4.7,,,,0.18,FBA,1,B08PKVRJJX,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B0002YPATK,Search Term of Toilet seat.xlsm,38,"BEMIS 1955CT Commercial Heavy Duty Open Front Toilet Seat will Never Loosen & Reduce Call-backs, ELONGATED, Plastic, White",Bemis,23.49,24.4,23.49,8.64,14.85,37,87,Tools & Home Improvement,3,2,39,9252,8871,27,1082,25292.03,1673,15,9/13/2004,4.6,,,1,4.1,MCH,6,B0002YPATK,2024-09-25 21:48:16
4,https://www.amazon.com/dp/B07RL2LY1M,Search Term of Thermometers for house.xlsm,192,"ThermoPro TP62 Indoor Outdoor Thermometer Wireless, 500ft Range Outside Thermometer with Remote Temperature Sensor, Outdoor Thermometers for Patio with 3.3"" Backlit Large Display Thermometer Outdoor",ThermoPro,24.99,25.65,24.99,17.33,7.66,,76,"Patio, Lawn & Garden",5,,1,6634,4364,,976,24390.24,6469,5,10/5/2019,4.3,,,,0.48,FBA,1,B07RL2LY1M,2024-09-25 21:48:16
4,https://www.amazon.com/dp/B075NPQHQK,Search Term of Solar Chargers.xlsm,414,"Victron Energy SmartSolar MPPT Solar Charge Controller (Bluetooth) - Charge Controllers for Solar Panels - 100V, 20 amp, 48-Volt",VictronEnergy,89.25,,89.25,70.03,19.22,,82,"Patio, Lawn & Garden",5,2,25,24504,,,271,24186.75,2593,21,10/20/2017,4.6,,,,1.6,FBA,1,B075NPQHQK,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B091J417WY,Search Term of Toilet seat.xlsm,220,"Elongated Toilet Seat Molded Wood Toilet Seat with Quietly Close and Quick Release Hinges, Easy to Install also Easy to Clean by Angol Shiold (Elongated, Dark Brown)",AngolShiold,48.99,48.99,48.99,29.04,19.95,,76,Tools & Home Improvement,4,,1,20187,15759,,490,24005.1,1369,32,4/1/2021,4.3,,,,7.66,FBA,10,B091J417WY,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B08LPR9Z23,Search Term of Toilet seat.xlsm,178,"Angel Shield Marble Toilet Seat Durable Molded Wood with Quiet Close,Easy Clean，Quick-Release Hinges (Round,White Marble)",AngolShiold,49.99,45.99,49.99,29.58,20.41,,72,Tools & Home Improvement,4,,1,21327,13322,,454,22695.46,1666,85,10/21/2020,4.1,,,,8.65,FBA,10,B08LPR9Z23,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0859W7K6G,Search Term of Toilet seat.xlsm,262,"Angel Shield Durable Wood Veneer Natural Toilet Seat Metal Hinged Easy Clean Anti-scratch American Standard(Round,Dark Walnut)",AngolShiold,40.99,40.01,40.99,22.68,18.31,,76,Tools & Home Improvement,4,,1,22014,22445,,539,22093.61,1226,22,2/26/2020,4.3,,,,6.1,FBA,6,B0859W7K6G,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0859WBBDD,Search Term of Toilet seat.xlsm,144,"Angel Shield Durable Wood Veneer Natural Toilet Seat Metal Hinged Easy Clean Anti-scratch American Standard(Elongated,Dark Walnut)",AngolShiold,40.99,40.26,40.99,22.28,18.71,,76,Tools & Home Improvement,4,,1,22014,25305,,537,22011.63,1226,19,2/26/2020,4.3,,,,7.14,FBA,6,B0859WBBDD,2024-09-25 21:48:16
4,https://www.amazon.com/dp/B0BZK8M3F1,Search Term of Kitchen Gadgets.xlsm,233,"Spoon Holder, Cooking Spoon Rest for Stove Top Utensil Rest for Spoons, Ladles, Tongs, Spatula, Large Spoon Holder with Handle for Easy Grip Framhouse Decor Cute Kitchen Gadget, Gray and Blue",Cormomu,14.99,14.09,14.99,8.56,6.43,,86,Home | Kitchen & Dining,4,,1,5063,4335,,1460,21885.4,748,159,3/23/2023,4.8,,,,0.5,FBA,9,B0BZK8M3F1,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0859WVHC2,Search Term of Toilet seat.xlsm,206,"Angel Shield Durable Wood Veneer Natural Toilet Seat Metal Hinged Easy Clean Anti-scratch American Standard(Elongated,Wood Color)",Angel Shield,40.99,44.99,40.99,22.67,18.32,,76,Tools & Home Improvement,4,,1,21293,26566,,489,20044.11,1160,2919,2/26/2020,4.3,,,,6.38,FBA,6,B0859WVHC2,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B0B295J4L2,Search Term of Kitchen Gadgets.xlsm,211,"Knife Set, NANFANG BROTHERS 15-Piece Damascus Kitchen Knife Set with Block, ABS Ergonomic Handle for Chef Knife Set, Carving Fork, Disconnect-type Knife Block Set",NANFANGBROTHERS,267.86,267.86,267.86,217.02,50.84,,82,Home | Kitchen & Dining,6,,1,81718,43864,,71,19018.06,286,386,5/24/2022,4.6,,,,12.58,FBA,6,B0B295J4L2,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B0D3DTY5XB,Search Term of Kitchen Gadgets.xlsm,310,"Kitchen Sink Drain Strainer 3 in 1, 304 Stainless Steel Pop Up Sink Stopper, Anti-Clogging Sink Drain Strainer for US Standard Kitchen Drain (SUS304 Brushed)",TGOSOMT®,14.98,,14.98,8.81,6.17,,82,Tools & Home Improvement,7,,1,6461,,,1200,17976,141,695,5/5/2024,4.6,,,,0.46,FBA,3,B0D3DTY5XB,2024-09-25 21:48:16
4,https://www.amazon.com/dp/B0CSK62LP1,Search Term of Kitchen Gadgets.xlsm,209,"Godboat Sponge Holder for Kitchen Sink - Kitchen Sink Organizer with Brush Holder, 201 Stainless Steel, Sink Caddy with Auto-Drain, 360° Swivel Spout, Cool Gadgets for Apartment, Farmhouse and RV",Godboat,25.98,25.98,25.98,16.08,9.9,,78,Home | Kitchen & Dining,8,,1,6069,20334,,670,17406.6,105,8,1/16/2024,4.4,,,,1.45,FBA,1,B0CSK62LP1,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B0CWP29Y3P,Search Term of outside Garbage can lid.xlsm,238,"1.3 Gallons Wicker Waste Basket with Lid - Large Wicker Trash Can for Office - WasteBaskets for Bedroom, Bathroom, Kitchen, Living Room - Boho Handwoven Trash Cans for Garbage (Water Hyacinth)",TIDITA,39.98,39.98,39.98,27.31,12.67,,84,Industrial & Scientific,9,,1,4242,7643,,427,17071.46,71,251,2/27/2024,4.7,,,,1.6,FBA,2,B0CWP29Y3P,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0CWSW8G26,Search Term of Solar Chargers.xlsm,324,"Portable Charger Power Bank Fast Charging, 10000mAh 22.5W Battery Pack with USB-C in&Out LED Display, PD 3.0 QC 4.0 External Phone Powerbank for iPhone Samsung etc Smartphones and All USB Devices",COUCUR,24.99,31.48,24.99,17.08,7.91,,84,Cell Phones & Accessories,5,10,2,6274,19466,,668,16693.32,2344,29,2/29/2024,4.7,,,,0.61,FBA,2,B0CWSW8G26,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0D1BKWJHN,Search Term of outside Garbage can lid.xlsm,27,"Devoko 33 Gallon Outdoor Trash Can, Hideaway Garbage Bins with Tiered Lid, Waterproof Resin Outside Waste Bins for Patio, Outside Pool, Backyard and Deck(Deep Brown)",DEVOKO,47.99,52.32,47.99,19.41,28.58,40,80,Industrial & Scientific,7,,1,8281,10340,30,333,16133.87,53,304,4/9/2024,4.5,,,1,16.65,MCH,4,B0D1BKWJHN,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0CT2DP2QT,Search Term of outside Garbage can lid.xlsm,104,"Outdoor Trash Can with Lid, Outdoor Trash Bin & Pull-Out Liquid Drawer, Dual Lid Closure Design, Waterproof Resin Garbage Can Container for Patio, Backyard, Deck (Black, 31)",MAIUSCOLI,65.99,,65.99,58.07,7.92,,72,Industrial & Scientific,9,,1,22098,,,241,15903.59,28,5477,1/22/2024,4.1,,,,,MCH,3,B0CT2DP2QT,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B0C5LRB9GN,Search Term of Kitchen Gadgets.xlsm,278,"Trivets for Hot Pots and Pans 8 inches 6 Pcs, Trivet for Hot Dishes, Hot Pads for Kitchen Table, Large Coasters Cotton Mat to Protect Counter, Cooking Potholder Set (Rainbow, 6)",Cazzon,17.99,17.99,17.99,9.7,8.28,,84,Home | Kitchen & Dining,,,1,9321,8754,,866,15579.34,653,24,7/6/2023,4.7,,,,1.01,FBA,10,B0C5LRB9GN,2024-09-25 21:48:16
4,https://www.amazon.com/dp/B08V8J6X8C,Search Term of Solar Chargers.xlsm,272,"Portable Solar Panel – 60W Foldable Solar Panels with 5V USB and 18V DC for Camping,Cell Phone,Tablet and 5-18V Devices – Compatible with Solar Generators Power Stations",Keshoyal,79.99,89.99,79.99,59.91,20.08,,80,"Patio, Lawn & Garden",5,,1,29081,19579,,192,15358.08,750,35,1/26/2021,4.5,,,,5.01,FBA,1,B08V8J6X8C,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B007RGKROE,Search Term of Toilet seat.xlsm,52,"Centoco Black Toilet Seat Round, Toilet Seat Cover, Closed Front with Cover, Residential, Top Mount Plastic Hinge, Plastic, Made in the USA, 200-407",Centoco,19.24,19.24,19.24,5,14.24,26,78,Tools & Home Improvement,3,10,3,9771,12872,10,777,14949.48,2058,7,9/1/2008,4.4,,,1,4.5,MCH,8,B007RGKROE,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B0CXZPMGD6,Search Term of Kitchen Gadgets.xlsm,2,"Caraway Kitchen Gadget Set - 5 Piece Kitchen Essentials - Stainless Steel - Includes Can Opener, Pizza Cutter, Garlic Press, Ice Cream Scoop, Vegetable Peeler, and Storage Organizer",Caraway,195,183.74,195,156.47,38.53,80,86,Kitchen & Dining,9,7,2,139167,87292,30,73,14235,30,475,4/21/2024,4.8,,,1,8.74,FBA,1,B0CXZPMGD6,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B0D5QPZ36S,Search Term of Solar Chargers.xlsm,119,"Riapow Solar Power Bank, 27000mah Wireless Battery Bank, 22.5W Fast Charging Portable Charger Built in Cables, PD 3.0 QC 4.0 External Battery Pack with USB C for Phone Tablet, Flashlights for Camping",Riapow,36.99,38.3,36.99,25.65,11.34,,78,Cell Phones & Accessories,9,,1,5594,21553,,369,13649.31,81,133,5/30/2024,4.4,,,,1.16,FBA,1,B0D5QPZ36S,2024-09-25 21:48:16
1,https://www.amazon.com/dp/B0B247M9YH,Search Term of Toilet seat.xlsm,210,"BLOFDE Round Toilet Seat Wood Toilet Seat Prevent Shifting with Zinc Alloy Hinges American Standard Size Toilet Seat Easy to Install also Easy to Clean (Round,Pink)",BLOFDE,44.99,45.22,44.99,26.19,18.79,,76,Tools & Home Improvement,,10,2,38221,36443,,291,13146.23,81,162,5/23/2022,4.3,,,,6.54,,19,B0B247M9YH,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0CDNSTMH4,Search Term of Solar Chargers.xlsm,428,"120W Portable Solar Panel Charger for Camping Outdoors, Waterproof IP65 Foldable Solar Charger with Type-C&2 USB Ports & 18V DC Output for Most Solar Generators, Power Bank, 12V Car Battery",FlexSolar,174.99,173.56,174.99,132.57,42.42,,74,"Patio, Lawn & Garden",8,,1,154074,36927,,74,12873.55,68,393,8/3/2023,4.2,,,,14.49,FBA,2,B0CDNSTMH4,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B0D7L5F559,Search Term of Kitchen Gadgets.xlsm,348,"Electric Warming Mat for Food, 3 Adjustable Temperature - PONPUR Silicone Food Warmer Tray for Parties, Full Surface Heating, Auto Power Off, Foldable Hot Plate for Gatherings, Buffet, Family Meals",PONPUR,59.99,57.17,59.99,43.26,16.73,,82,Home | Kitchen & Dining,9,,1,30560,95836,,206,12357.94,41,70,8/4/2024,4.6,,,,4.05,FBA,1,B0D7L5F559,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B08GKCMHB3,Search Term of Toilet seat.xlsm,163,"Angel Shield Durable Wood Veneer Natural Toilet Seat Metal Hinged Easy Clean Anti-scratch American Standard(Round,Oak)",Angel Shield,40.99,26.66,40.99,24.3,16.68,,74,Tools & Home Improvement,,10,2,31625,22596,,456,12211.55,977,12,8/23/2020,4.2,,,,5.13,FBA,6,B08GKCMHB3,2024-09-25 21:48:16
3,https://www.amazon.com/dp/B0C7L8J4CD,Search Term of Solar Chargers.xlsm,108,𝟮𝟬𝟮4 𝙐𝙥𝙜𝙧𝙖𝙙𝙚 Solar Power Bank -38800mAh Waterproof Portable Solar Phone Charger with LED Flashlight/Fast Charge USB C External Backup Battery Pack for All Cell Phones & Electronic Devices,Suscell,24.99,25.49,24.99,17.07,7.92,,72,Cell Phones & Accessories,5,10,2,10163,19528,,468,11695.32,4418,173,9/9/2023,4.1,,,,0.65,FBA,3,B0C7L8J4CD,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B09ZP2B1JV,Search Term of Toilet seat.xlsm,200,"Hibbent 2 PCS Universal Toilet Seat Bolts Kit, Heavy Duty Stainless Steel Toilet Bolts with Extra Long Downlock Nuts Rubber Washers Gaskets, Easy to install -Bathroom Toilet Repair Screw",Hibbent,9.99,9.99,9.99,6.02,3.97,,82,Tools & Home Improvement,4,,1,7973,79145,,1157,11558.43,979,10,5/5/2022,4.6,,,,0.31,FBA,4,B09ZP2B1JV,2024-09-25 21:48:16
2,https://www.amazon.com/dp/B0007XY9WK,Search Term of Toilet seat.xlsm,190,"BEMIS 175 000 Commercial Open Front Toilet Seat with Cover, ELONGATED, Plastic, White",Bemis,27.32,27.32,27.32,12.31,15.01,45,83,Tools & Home Improvement,3,7,8,25113,23854,30,421,11501.72,2377,5,4/27/2005,4.4,,,1,3.68,MCH,2,B0007XY9WK,2024-09-25 21:48:16
